199	1
196	1
195	1
193	1
190	1
189	1
184	1
183	1
182	1
181	1
179	1
178	1
177	1
172	1
171	1
165	1
162	1
161	1
160	1
159	1
158	1
157	1
156	1
155	1
152	1
148	1
145	1
144	1
139	1
127	1
121	1
120	1
117	1
113	1
111	1
106	1
104	1
102	1
100	1
99	1
98	1
96	1
95	1
94	1
93	1
91	1
87	1
83	1
81	1
80	1
78	1
77	1
76	1
75	1
74	1
73	1
71	1
70	1
68	1
67	1
65	1
62	1
61	1
60	1
59	1
56	1
55	1
54	1
53	1
49	1
47	1
45	1
40	1
36	1
34	1
31	1
29	1
28	1
25	1
24	1
19	1
18	2
11	1
10	1
8	1
5	1
2	1
1	1
0	1
131	1
42	1
169	1
192	1
41	1
15	1
167	1
105	1
178	1
130	1
127	1
83	1
2	1
189	1
77	1
26	1
16	1
6	1
161	1
35	1
162	1
190	1
95	1
142	1
197	1
165	1
140	1
50	1
3	1
138	1
37	1
1	1
64	1
82	1
171	1
185	1
104	1
88	1
28	1
14	1
13	1
77	1
195	1
116	1
31	1
82	1
63	1
193	1
81	1
147	1
188	1
187	1
181	1
175	1
174	1
167	1
147	1
146	1
133	1
79	1
34	1
29	1
22	2
15	1
0	1
143	1
25	1
34	1
125	1
103	1
133	1
135	1
170	1
48	1
21	1
125	1
198	1
197	1
184	1
173	1
152	1
150	1
137	1
136	1
128	1
119	1
110	1
99	1
90	1
61	1
56	1
55	1
54	1
34	1
29	1
16	1
6	1
4	1
141	1
71	1
53	1
37	1
110	1
192	1
176	1
52	1
41	1
15	1
107	1
43	1
4	1
191	1
149	1
58	1
48	1
78	1
126	1
21	1
180	1
151	1
32	1
26	1
52	1
145	1
137	1
133	1
115	1
112	1
86	1
129	1
56	1
126	1
23	1
116	1
193	1
191	1
185	1
175	1
160	1
148	1
141	1
117	1
104	1
96	1
86	1
79	1
78	1
49	1
24	1
13	1
52	1
60	1
140	1
50	1
3	1
199	1
196	1
195	1
186	1
183	1
179	1
178	1
177	1
169	1
163	1
162	1
158	1
157	1
152	1
148	1
143	1
139	1
136	1
128	1
127	1
121	1
119	1
109	1
106	1
101	1
99	1
96	1
94	1
93	1
91	1
87	1
81	1
80	1
77	1
76	1
74	1
70	1
69	1
67	1
66	1
65	1
62	1
59	1
55	1
54	1
49	1
44	1
43	1
40	1
31	1
25	1
23	1
18	1
11	1
10	1
7	1
4	1
113	1
194	1
32	1
170	1
62	1
184	1
115	1
152	1
124	1
122	1
175	1
147	1
161	1
77	1
26	1
16	1
6	1
194	1
113	1
12	1
77	1
16	1
76	1
108	1
166	1
111	1
37	1
114	1
199	1
57	1
198	1
7	1
5	1
159	1
144	1
143	1
29	1
16	1
15	1
6	1
182	1
150	1
67	1
36	1
148	1
120	1
78	1
39	1
184	1
61	1
188	1
79	1
4	1
178	1
2	1
190	1
162	1
157	1
115	1
100	1
12	1
177	1
75	1
70	1
68	1
127	1
33	1
185	1
125	1
150	1
37	1
146	1
143	1
137	1
114	1
153	1
197	1
27	1
