192	1
72	1
44	1
192	1
41	1
17	1
66	1
143	1
166	1
181	1
143	1
139	1
137	1
197	1
192	1
41	1
4	1
197	1
192	1
164	1
83	1
184	1
176	1
195	1
176	1
155	1
79	1
66	1
35	1
30	1
0	1
198	1
170	1
43	1
29	1
80	1
54	1
188	1
140	1
50	1
3	1
183	1
182	1
179	1
171	1
169	1
165	1
160	1
157	1
156	1
154	1
145	1
144	1
108	1
107	1
106	1
93	1
92	1
89	1
85	1
82	1
80	1
76	1
72	1
64	1
63	1
60	1
59	1
49	1
11	1
9	1
7	1
191	1
180	1
170	1
151	1
149	1
142	1
58	1
48	1
32	1
51	1
119	1
168	1
163	1
158	1
81	1
110	1
39	1
174	1
140	1
112	1
50	1
39	1
37	1
3	1
46	1
126	1
134	1
198	1
196	1
41	1
35	1
79	1
199	1
177	1
172	1
153	1
145	1
120	1
77	1
55	1
52	1
31	1
28	1
18	1
17	1
5	1
190	1
56	1
45	1
42	1
24	1
19	1
144	1
68	1
38	1
9	1
1	1
136	1
46	1
112	1
164	1
128	1
155	1
146	1
186	1
98	1
97	1
27	1
173	1
141	1
72	1
176	1
167	1
40	1
187	1
45	1
155	1
171	1
160	1
169	1
168	1
158	1
188	1
31	1
103	1
26	1
122	1
4	1
118	1
32	1
132	1
52	1
94	1
86	1
135	1
147	1
128	1
189	1
156	1
78	1
75	1
49	1
165	1
83	1
174	1
153	1
195	1
102	1
123	1
175	1
40	1
146	1
79	1
39	1
20	1
22	1
185	1
178	1
95	1
13	1
141	1
27	1
187	1
117	1
74	1
71	1
69	1
8	1
173	1
33	1
172	1
105	1
93	1
83	1
36	1
18	1
60	1
124	1
194	1
138	1
132	1
106	1
62	1
9	1
1	1
45	1
151	1
64	1
198	1
191	1
180	1
156	1
144	1
117	1
92	1
166	1
16	1
65	1
63	1
112	1
74	1
91	1
30	1
184	1
101	1
30	1
16	1
116	1
95	1
127	1
49	1
96	1
127	1
19	1
93	1
85	1
165	1
160	1
172	1
163	1
145	1
128	1
100	1
78	1
183	1
157	1
156	1
87	1
81	1
80	1
76	1
61	1
60	1
45	1
9	1
159	1
115	1
130	1
105	1
136	1
121	1
98	1
68	1
78	1
124	1
122	1
119	1
181	1
4	1
92	1
121	1
101	1
75	1
48	1
21	1
19	1
153	1
148	1
52	1
73	1
103	1
172	1
33	1
174	1
150	1
113	1
125	1
103	1
193	1
166	1
130	1
67	1
2	1
168	1
167	1
88	1
141	1
129	1
56	1
136	1
179	1
172	1
163	1
154	1
137	1
67	1
47	1
40	1
116	1
73	1
131	1
102	1
198	1
128	1
24	1
87	1
70	1
55	1
168	1
164	1
148	1
96	1
13	1
7	1
121	1
5	1
155	1
153	1
115	1
111	1
18	1
9	1
2	1
99	1
120	1
73	1
31	1
29	1
10	1
138	1
132	1
174	1
119	1
117	1
85	1
199	1
186	1
173	1
62	1
112	1
68	1
90	1
35	1
51	1
171	1
106	1
54	1
2	1
138	1
123	1
12	1
199	1
170	1
158	1
150	1
143	1
113	1
108	1
106	1
90	1
79	1
70	1
68	1
64	1
63	1
59	1
51	1
53	1
13	1
184	1
104	1
173	1
134	1
133	1
131	1
95	1
24	1
43	1
23	1
179	1
163	1
136	1
93	1
92	1
10	1
190	1
159	1
155	1
117	1
97	1
92	1
57	1
26	1
159	1
125	1
100	1
69	1
157	1
89	1
55	1
28	1
100	1
96	1
142	1
175	1
167	1
161	1
126	1
125	1
122	1
110	1
105	1
79	1
66	1
35	1
29	1
25	1
5	1
0	1
52	1
199	1
196	1
183	1
177	1
176	1
168	1
164	1
163	1
161	1
158	1
157	1
154	1
128	1
113	1
106	1
100	1
99	1
96	1
87	1
80	1
76	1
65	1
62	1
28	1
17	1
11	1
7	1
173	1
123	1
182	1
157	1
112	1
105	1
91	1
77	1
60	1
58	1
36	1
29	1
25	1
17	1
10	1
67	1
162	1
103	1
99	1
7	1
4	1
188	1
152	1
94	1
37	1
119	1
188	1
86	1
100	1
75	1
74	1
154	1
84	1
46	1
38	1
104	1
196	1
35	1
177	1
96	1
85	1
91	1
98	1
94	1
78	1
86	1
111	1
93	1
118	1
179	1
167	1
131	1
122	1
63	1
166	1
0	1
150	1
161	1
159	1
155	1
153	1
38	1
97	1
31	1
14	1
54	1
1	1
106	1
160	1
170	1
150	1
74	1
42	1
1	1
90	1
53	1
199	1
186	1
25	1
107	1
108	1
107	1
89	1
72	1
64	1
63	1
124	1
122	1
180	1
151	1
149	1
21	1
13	1
69	1
27	1
197	1
193	1
191	1
180	1
170	1
164	1
151	1
149	1
142	1
139	1
138	1
132	1
130	1
127	1
125	1
114	2
102	1
101	1
100	1
96	1
89	1
79	1
66	1
62	1
58	1
48	1
47	1
44	1
43	1
34	1
32	1
28	1
23	1
21	1
16	1
4	1
183	1
105	1
74	1
30	1
69	1
23	1
134	1
45	1
9	1
57	1
169	1
188	1
136	1
134	1
84	1
61	1
194	1
181	1
39	1
27	1
100	1
146	1
137	1
71	1
69	1
42	1
24	1
172	1
111	1
81	1
61	1
60	1
59	1
102	1
114	1
149	1
53	1
101	1
79	1
122	1
104	1
53	1
58	1
109	1
98	1
30	1
7	1
186	1
21	1
198	1
104	1
97	1
88	1
73	1
56	1
45	1
124	1
117	1
155	1
6	1
42	1
12	1
116	1
37	1
5	1
135	1
135	1
61	1
6	1
172	1
36	1
164	1
93	1
189	1
130	1
83	1
171	1
169	1
150	1
87	1
14	1
8	1
115	1
90	1
183	1
164	1
111	1
92	1
45	1
18	1
12	1
7	1
137	1
178	1
37	1
129	1
174	1
35	1
114	1
132	1
44	1
198	1
187	1
181	1
175	1
173	1
167	1
146	1
129	1
102	1
39	1
35	1
33	1
12	1
9	1
20	1
0	1
192	1
41	1
15	1
149	1
14	1
116	1
90	1
52	1
131	1
25	1
182	1
109	1
59	1
189	1
171	1
160	1
156	1
38	1
115	1
163	1
9	1
2	1
197	1
66	1
47	1
113	1
80	1
185	1
175	1
143	1
56	1
47	1
195	1
177	1
179	1
47	1
136	1
54	1
56	1
193	1
148	1
17	1
84	1
84	1
51	1
185	1
153	1
150	1
114	1
0	1
94	1
180	1
130	1
152	1
72	1
33	1
130	1
129	1
42	1
187	1
142	1
10	1
168	1
120	1
192	1
181	1
168	1
163	1
160	1
158	1
155	1
84	1
81	1
56	1
22	1
15	1
178	1
65	1
57	1
23	1
82	1
176	1
164	1
153	1
40	1
24	1
17	1
16	1
8	1
186	1
185	1
173	1
159	1
148	1
141	1
126	1
121	1
116	1
112	1
111	1
109	1
98	1
94	1
91	1
87	1
75	1
70	1
68	1
47	1
40	1
33	1
25	1
24	1
19	1
12	1
10	1
161	1
51	1
28	1
109	1
69	1
23	1
91	1
156	1
88	1
87	1
70	1
175	1
109	1
10	1
52	1
94	1
38	1
138	1
128	1
99	1
194	1
103	1
71	1
98	1
65	1
58	1
19	1
69	1
33	1
34	1
89	1
190	1
186	1
165	1
82	1
8	1
145	1
102	1
38	1
26	1
135	1
165	1
160	1
1	1
85	1
31	1
95	1
134	1
133	1
71	1
154	1
46	1
85	1
75	1
162	1
67	1
152	1
89	1
181	1
89	1
59	1
124	1
152	1
142	1
110	1
196	1
66	1
44	1
22	1
18	1
14	1
118	1
88	1
14	1
125	1
109	1
107	1
72	1
66	1
62	1
46	1
44	1
40	1
32	1
19	1
11	1
5	1
28	1
24	1
36	1
21	1
1	1
197	1
119	1
133	1
144	1
182	1
139	1
135	1
66	1
73	1
154	1
118	1
120	1
196	1
194	1
103	1
90	1
66	1
44	1
72	1
36	1
51	1
34	1
5	1
110	1
116	1
173	1
151	1
27	1
49	1
11	1
108	1
133	1
101	1
5	1
141	1
25	1
193	1
110	1
79	1
46	1
57	1
141	1
53	1
191	1
170	1
151	1
108	1
107	1
88	1
82	1
48	1
38	1
21	1
13	1
8	1
55	1
17	1
161	1
143	1
137	1
127	1
177	1
34	1
90	1
105	1
139	1
195	1
149	1
193	1
180	1
145	1
80	1
64	1
55	1
88	1
185	1
189	1
178	1
70	1
43	1
85	1
47	1
185	1
162	1
195	1
191	1
37	1
121	1
183	1
20	1
84	1
11	1
8	1
